quality_event_id,work_item_id,contributor_id,reviewer_id,quality_score,gold_task_pass,reviewer_override,peer_agreement_score
QE_002163,WI_011261,CONTR_00012,REV_0012,86.0,True,False,0.76
QE_002164,WI_006173,CONTR_00148,REV_0009,88.6,True,False,0.84
QE_002165,WI_002370,CONTR_00201,REV_0018,80.0,False,False,0.78
QE_002166,WI_005177,CONTR_00190,REV_0029,84.8,False,False,0.74
QE_002167,WI_003284,CONTR_00008,REV_0004,85.3,True,False,0.81
QE_002168,WI_007606,CONTR_00007,REV_0020,90.0,True,False,0.86
QE_002169,WI_005700,CONTR_00035,REV_0001,88.9,True,False,0.89
QE_002170,WI_002723,CONTR_00338,REV_0029,84.5,False,False,0.74
QE_002171,WI_007341,CONTR_00162,REV_0012,82.4,False,False,0.73
QE_002172,WI_011076,CONTR_00186,REV_0007,89.6,True,False,0.99
QE_002173,WI_013994,CONTR_00102,REV_0012,97.3,True,False,0.71
QE_002174,WI_001257,CONTR_00144,REV_0017,88.4,True,False,0.88
QE_002175,WI_006291,CONTR_00076,REV_0024,94.4,True,False,0.82
QE_002176,WI_011499,CONTR_00027,REV_0023,80.0,False,True,0.79
QE_002177,WI_007208,CONTR_00002,REV_0024,89.4,True,False,0.76
QE_002178,WI_009579,CONTR_00331,REV_0020,84.4,False,False,0.88
QE_002179,WI_011995,CONTR_00365,REV_0015,85.9,False,False,0.82
QE_002180,WI_012503,CONTR_00040,REV_0006,86.5,True,False,0.75
QE_002181,WI_003475,CONTR_00280,REV_0014,93.5,True,False,0.99
QE_002182,WI_004061,CONTR_00439,REV_0022,77.0,False,False,0.86
QE_002183,WI_006231,CONTR_00147,REV_0018,82.3,False,False,0.79
QE_002184,WI_004487,CONTR_00111,REV_0015,81.9,True,False,0.8
QE_002185,WI_013587,CONTR_00165,REV_0009,86.7,True,False,0.96
QE_002186,WI_005551,CONTR_00289,REV_0015,88.9,True,False,0.84
QE_002187,WI_009193,CONTR_00093,REV_0012,87.7,True,False,0.94
QE_002188,WI_001646,CONTR_00297,REV_0029,85.3,False,True,0.87
QE_002189,WI_011894,CONTR_00168,REV_0021,92.4,True,False,0.92
QE_002190,WI_004981,CONTR_00150,REV_0002,90.0,False,False,0.83
QE_002191,WI_013832,CONTR_00143,REV_0015,98.4,True,False,0.85
QE_002192,WI_010405,CONTR_00383,REV_0021,79.9,False,False,0.85
QE_002193,WI_006394,CONTR_00179,REV_0027,92.8,True,False,0.86
QE_002194,WI_010887,CONTR_00360,REV_0005,93.1,True,False,0.94
QE_002195,WI_003165,CONTR_00116,REV_0022,85.6,False,False,0.97
QE_002196,WI_012747,CONTR_00096,REV_0009,92.5,True,False,0.89
QE_002197,WI_008174,CONTR_00266,REV_0003,85.3,False,False,0.85
QE_002198,WI_011528,CONTR_00164,REV_0013,89.5,True,False,0.87
QE_002199,WI_009980,CONTR_00048,REV_0008,94.3,True,False,0.81
QE_002200,WI_007568,CONTR_00196,REV_0024,88.7,True,False,0.89
QE_002201,WI_013298,CONTR_00142,REV_0003,88.8,True,True,0.99
QE_002202,WI_005753,CONTR_00074,REV_0012,96.2,True,True,0.78
QE_002203,WI_013113,CONTR_00125,REV_0021,89.9,True,False,0.79
QE_002204,WI_004126,CONTR_00113,REV_0013,99.0,True,False,0.93
QE_002205,WI_013495,CONTR_00278,REV_0030,87.9,True,False,0.99
QE_002206,WI_008270,CONTR_00132,REV_0008,87.3,True,False,0.92
QE_002207,WI_005524,CONTR_00409,REV_0027,74.0,False,False,0.8
QE_002208,WI_009126,CONTR_00082,REV_0021,89.9,False,False,0.87
QE_002209,WI_009898,CONTR_00017,REV_0013,94.5,True,False,0.84
QE_002210,WI_003937,CONTR_00280,REV_0030,87.6,True,False,0.76
QE_002211,WI_005057,CONTR_00340,REV_0025,89.0,True,False,0.92
QE_002212,WI_001614,CONTR_00196,REV_0026,90.9,True,False,0.99
QE_002213,WI_008935,CONTR_00441,REV_0025,89.4,True,False,0.88
QE_002214,WI_011089,CONTR_00418,REV_0007,83.0,False,False,0.88
QE_002215,WI_006466,CONTR_00005,REV_0004,94.9,True,False,0.7
QE_002216,WI_010727,CONTR_00396,REV_0020,83.2,False,False,0.85
QE_002217,WI_003074,CONTR_00197,REV_0028,86.1,True,False,0.9
QE_002218,WI_011586,CONTR_00387,REV_0029,81.3,True,False,0.83
QE_002219,WI_009942,CONTR_00187,REV_0012,90.8,True,False,0.82
QE_002220,WI_002431,CONTR_00069,REV_0030,99.0,True,False,0.85
QE_002221,WI_000634,CONTR_00203,REV_0001,97.0,True,False,0.94
QE_002222,WI_001659,CONTR_00264,REV_0011,82.2,True,False,0.8
QE_002223,WI_005930,CONTR_00120,REV_0014,94.7,True,False,0.85
QE_002224,WI_013542,CONTR_00046,REV_0021,93.2,True,False,0.96
QE_002225,WI_003067,CONTR_00322,REV_0027,84.4,True,False,0.91
QE_002226,WI_003176,CONTR_00058,REV_0010,99.0,True,False,0.96
QE_002227,WI_000453,CONTR_00266,REV_0003,86.6,False,False,0.93
QE_002228,WI_010462,CONTR_00007,REV_0013,90.6,True,False,0.99
QE_002229,WI_007810,CONTR_00425,REV_0015,84.2,True,False,0.84
QE_002230,WI_010503,CONTR_00111,REV_0020,90.6,True,False,0.91
QE_002231,WI_007860,CONTR_00061,REV_0023,83.2,False,False,0.82
QE_002232,WI_000468,CONTR_00250,REV_0014,70.9,False,False,0.71
QE_002233,WI_000681,CONTR_00094,REV_0022,91.9,True,False,0.75
QE_002234,WI_002298,CONTR_00423,REV_0027,92.5,True,False,0.73
QE_002235,WI_004571,CONTR_00293,REV_0013,73.4,False,False,0.7
QE_002236,WI_008152,CONTR_00110,REV_0009,97.1,True,False,0.72
QE_002237,WI_000292,CONTR_00384,REV_0008,94.1,True,False,0.9
QE_002238,WI_002707,CONTR_00308,REV_0004,99.0,True,False,0.98
QE_002239,WI_013606,CONTR_00138,REV_0007,92.1,True,False,0.82
QE_002240,WI_013924,CONTR_00289,REV_0001,74.1,False,False,0.82
QE_002241,WI_005195,CONTR_00189,REV_0003,92.6,True,False,0.8
QE_002242,WI_002939,CONTR_00107,REV_0009,82.9,False,True,0.99
QE_002243,WI_006850,CONTR_00184,REV_0012,82.1,True,False,0.88
QE_002244,WI_004516,CONTR_00336,REV_0019,94.6,True,False,0.94
QE_002245,WI_009788,CONTR_00148,REV_0027,82.7,True,False,0.91
QE_002246,WI_002291,CONTR_00194,REV_0009,87.2,False,False,0.95
QE_002247,WI_013514,CONTR_00201,REV_0026,78.7,False,True,0.85
QE_002248,WI_002353,CONTR_00258,REV_0022,81.9,False,False,0.76
QE_002249,WI_005187,CONTR_00431,REV_0009,87.7,True,False,0.95
QE_002250,WI_007103,CONTR_00255,REV_0007,93.9,True,False,0.93
QE_002251,WI_001187,CONTR_00279,REV_0022,81.6,False,True,0.88
QE_002252,WI_001831,CONTR_00166,REV_0007,86.7,True,False,0.85
QE_002253,WI_012844,CONTR_00125,REV_0002,94.7,True,False,0.95
QE_002254,WI_002788,CONTR_00011,REV_0019,90.5,True,False,0.89
QE_002255,WI_007129,CONTR_00241,REV_0015,93.1,True,False,0.9
QE_002256,WI_002162,CONTR_00344,REV_0001,86.3,True,False,0.86
QE_002257,WI_004393,CONTR_00069,REV_0004,88.1,True,False,0.71
QE_002258,WI_003199,CONTR_00253,REV_0011,84.5,True,True,0.84
QE_002259,WI_000763,CONTR_00350,REV_0012,87.0,True,False,0.96
QE_002260,WI_005193,CONTR_00422,REV_0008,99.0,True,False,0.95
QE_002261,WI_011907,CONTR_00207,REV_0022,94.3,True,False,0.96
QE_002262,WI_006110,CONTR_00224,REV_0021,76.1,False,True,0.99
QE_002263,WI_006771,CONTR_00014,REV_0025,92.5,True,False,0.84
QE_002264,WI_003947,CONTR_00080,REV_0014,99.0,True,False,0.83
QE_002265,WI_013448,CONTR_00086,REV_0015,92.2,True,False,0.91
QE_002266,WI_004300,CONTR_00204,REV_0001,88.9,True,False,0.7
QE_002267,WI_011667,CONTR_00250,REV_0007,76.8,False,False,0.89
QE_002268,WI_005932,CONTR_00433,REV_0009,88.2,True,False,0.8
QE_002269,WI_004787,CONTR_00130,REV_0027,82.5,False,False,0.83
QE_002270,WI_009652,CONTR_00177,REV_0007,91.7,True,False,0.82
QE_002271,WI_008468,CONTR_00270,REV_0016,81.3,False,False,0.95
QE_002272,WI_006266,CONTR_00363,REV_0005,87.6,False,False,0.9
QE_002273,WI_005185,CONTR_00153,REV_0006,94.0,True,False,0.83
QE_002274,WI_010085,CONTR_00185,REV_0019,88.9,True,False,0.87
QE_002275,WI_004360,CONTR_00213,REV_0011,85.1,True,False,0.77
QE_002276,WI_001605,CONTR_00191,REV_0003,96.4,True,False,0.73
QE_002277,WI_002784,CONTR_00162,REV_0006,74.1,False,False,0.91
QE_002278,WI_004133,CONTR_00249,REV_0008,77.4,False,False,0.78
QE_002279,WI_007554,CONTR_00148,REV_0018,81.8,False,True,0.99
QE_002280,WI_010676,CONTR_00263,REV_0015,85.2,True,False,0.82
QE_002281,WI_002438,CONTR_00069,REV_0012,94.4,True,False,0.93
QE_002282,WI_004091,CONTR_00215,REV_0012,84.0,True,False,0.66
QE_002283,WI_012192,CONTR_00029,REV_0017,95.1,True,False,0.88
QE_002284,WI_012807,CONTR_00368,REV_0004,84.6,True,False,0.94
QE_002285,WI_004170,CONTR_00056,REV_0019,89.8,True,False,0.86
QE_002286,WI_003299,CONTR_00154,REV_0028,82.5,False,False,0.7
QE_002287,WI_005825,CONTR_00200,REV_0018,85.1,True,False,0.98
QE_002288,WI_008790,CONTR_00113,REV_0013,76.1,False,False,0.77
QE_002289,WI_008380,CONTR_00157,REV_0023,85.4,False,False,0.84
QE_002290,WI_007151,CONTR_00171,REV_0001,90.7,True,False,0.9
QE_002291,WI_002248,CONTR_00046,REV_0024,88.9,True,False,0.96
QE_002292,WI_003874,CONTR_00214,REV_0011,87.8,True,False,0.89
QE_002293,WI_001375,CONTR_00144,REV_0023,80.3,False,False,0.82
QE_002294,WI_001049,CONTR_00095,REV_0027,89.1,True,False,0.83
QE_002295,WI_013605,CONTR_00177,REV_0005,99.0,True,False,0.76
QE_002296,WI_011052,CONTR_00031,REV_0005,89.3,True,False,0.83
QE_002297,WI_012067,CONTR_00382,REV_0021,85.9,True,False,0.89
QE_002298,WI_006937,CONTR_00377,REV_0011,99.0,True,False,0.91
QE_002299,WI_011352,CONTR_00071,REV_0017,99.0,True,False,0.89
QE_002300,WI_001884,CONTR_00176,REV_0027,87.6,False,False,0.92
QE_002301,WI_013236,CONTR_00204,REV_0025,93.7,True,False,0.91
QE_002302,WI_009529,CONTR_00248,REV_0014,86.6,False,False,0.83
QE_002303,WI_002586,CONTR_00437,REV_0021,96.8,True,False,0.82
QE_002304,WI_004431,CONTR_00275,REV_0021,91.4,True,False,0.76
QE_002305,WI_010105,CONTR_00194,REV_0024,86.6,True,False,0.77
QE_002306,WI_006286,CONTR_00269,REV_0015,84.5,False,False,0.78
QE_002307,WI_009893,CONTR_00188,REV_0009,90.3,True,False,0.79
QE_002308,WI_006144,CONTR_00193,REV_0020,81.9,False,False,0.8
QE_002309,WI_008361,CONTR_00158,REV_0018,99.0,True,False,0.94
QE_002310,WI_003232,CONTR_00200,REV_0020,81.4,False,False,0.78
QE_002311,WI_008013,CONTR_00254,REV_0023,86.1,True,False,0.94
QE_002312,WI_001160,CONTR_00257,REV_0015,83.6,False,False,0.89
QE_002313,WI_001256,CONTR_00298,REV_0012,87.1,False,False,0.99
QE_002314,WI_007266,CONTR_00273,REV_0029,82.7,False,True,0.86
QE_002315,WI_002124,CONTR_00083,REV_0028,96.6,True,False,0.89
QE_002316,WI_006942,CONTR_00056,REV_0011,91.5,True,False,0.88
QE_002317,WI_001133,CONTR_00244,REV_0017,88.3,True,True,0.74
QE_002318,WI_007672,CONTR_00024,REV_0013,98.6,True,False,0.79
QE_002319,WI_002853,CONTR_00331,REV_0001,88.8,False,False,0.92
QE_002320,WI_004573,CONTR_00309,REV_0029,98.6,True,False,0.71
QE_002321,WI_003357,CONTR_00067,REV_0010,96.3,True,False,0.95
QE_002322,WI_004652,CONTR_00422,REV_0014,82.4,False,False,0.84
QE_002323,WI_000106,CONTR_00079,REV_0004,90.4,True,False,0.83
QE_002324,WI_002465,CONTR_00275,REV_0012,84.1,True,False,0.91
QE_002325,WI_008771,CONTR_00256,REV_0025,94.4,True,False,0.78
QE_002326,WI_006976,CONTR_00244,REV_0021,83.3,False,False,0.88
QE_002327,WI_011024,CONTR_00087,REV_0006,90.5,True,False,0.7
QE_002328,WI_001145,CONTR_00329,REV_0022,86.5,True,False,0.86
QE_002329,WI_004508,CONTR_00065,REV_0001,99.0,True,False,0.87
QE_002330,WI_001748,CONTR_00158,REV_0013,95.0,True,True,0.76
QE_002331,WI_007516,CONTR_00190,REV_0026,73.1,False,False,0.92
QE_002332,WI_009173,CONTR_00086,REV_0020,79.9,True,False,0.78
QE_002333,WI_003225,CONTR_00306,REV_0002,88.3,True,False,0.83
QE_002334,WI_013594,CONTR_00381,REV_0010,91.9,True,False,0.86
QE_002335,WI_013845,CONTR_00148,REV_0015,85.9,False,False,0.89
QE_002336,WI_012385,CONTR_00201,REV_0010,91.2,True,False,0.89
QE_002337,WI_013804,CONTR_00187,REV_0009,99.0,True,False,0.68
QE_002338,WI_000004,CONTR_00231,REV_0025,80.5,False,False,0.82
QE_002339,WI_005675,CONTR_00018,REV_0018,99.0,True,False,0.81
QE_002340,WI_010071,CONTR_00023,REV_0012,88.1,True,False,0.69
QE_002341,WI_011468,CONTR_00216,REV_0030,86.8,True,False,0.98
QE_002342,WI_003147,CONTR_00271,REV_0021,83.4,False,False,0.74
QE_002343,WI_011315,CONTR_00419,REV_0016,86.3,False,False,0.84
QE_002344,WI_006219,CONTR_00075,REV_0010,94.8,True,False,0.92
QE_002345,WI_000482,CONTR_00015,REV_0003,94.1,True,False,0.76
QE_002346,WI_007474,CONTR_00040,REV_0026,96.6,True,False,0.82
QE_002347,WI_004339,CONTR_00205,REV_0006,81.9,False,True,0.72
QE_002348,WI_005745,CONTR_00149,REV_0030,81.9,False,True,0.78
QE_002349,WI_005888,CONTR_00063,REV_0009,80.3,False,False,0.88
QE_002350,WI_013717,CONTR_00129,REV_0007,94.9,True,False,0.85
QE_002351,WI_000097,CONTR_00088,REV_0010,89.8,True,False,0.7
QE_002352,WI_004096,CONTR_00176,REV_0017,88.8,True,False,0.95
QE_002353,WI_009055,CONTR_00387,REV_0009,90.8,True,False,0.76
QE_002354,WI_003959,CONTR_00310,REV_0012,88.5,False,False,0.82
QE_002355,WI_000301,CONTR_00179,REV_0029,91.9,True,False,0.84
QE_002356,WI_001402,CONTR_00094,REV_0007,83.9,True,False,0.79
QE_002357,WI_004741,CONTR_00147,REV_0014,93.7,True,False,0.72
QE_002358,WI_003322,CONTR_00056,REV_0010,84.2,False,False,0.92
QE_002359,WI_005119,CONTR_00089,REV_0015,77.9,False,True,0.99
QE_002360,WI_011272,CONTR_00183,REV_0009,91.3,True,False,0.81
QE_002361,WI_008883,CONTR_00089,REV_0012,88.1,True,False,0.76
QE_002362,WI_009783,CONTR_00079,REV_0001,95.4,True,False,0.92
QE_002363,WI_012640,CONTR_00278,REV_0003,88.2,True,False,0.8
QE_002364,WI_007520,CONTR_00098,REV_0018,88.1,True,False,0.91
QE_002365,WI_005499,CONTR_00082,REV_0026,85.2,False,False,0.74
QE_002366,WI_000454,CONTR_00342,REV_0009,85.8,True,False,0.85
QE_002367,WI_012783,CONTR_00095,REV_0013,89.8,True,False,0.71
QE_002368,WI_002477,CONTR_00103,REV_0027,89.4,True,False,0.84
QE_002369,WI_009182,CONTR_00397,REV_0030,90.3,True,False,0.83
QE_002370,WI_002928,CONTR_00157,REV_0017,88.5,True,False,0.83
QE_002371,WI_000781,CONTR_00411,REV_0008,89.2,True,False,0.87
QE_002372,WI_009384,CONTR_00248,REV_0029,78.4,False,False,0.79
QE_002373,WI_009921,CONTR_00056,REV_0029,94.6,True,False,0.88
QE_002374,WI_000445,CONTR_00232,REV_0007,93.8,True,False,0.8
QE_002375,WI_009228,CONTR_00070,REV_0023,91.6,True,False,0.73
QE_002376,WI_011539,CONTR_00039,REV_0023,85.7,True,False,0.87
QE_002377,WI_011590,CONTR_00402,REV_0009,80.3,False,False,0.73
QE_002378,WI_009945,CONTR_00104,REV_0024,96.2,True,False,0.77
QE_002379,WI_013778,CONTR_00363,REV_0027,88.7,True,False,0.93
QE_002380,WI_006213,CONTR_00286,REV_0023,88.4,True,False,0.81
QE_002381,WI_013121,CONTR_00235,REV_0011,84.7,True,False,0.97
QE_002382,WI_008228,CONTR_00135,REV_0004,92.5,True,False,0.77
QE_002383,WI_006086,CONTR_00029,REV_0005,92.3,True,False,0.9
QE_002384,WI_002631,CONTR_00172,REV_0021,93.9,True,False,0.73
QE_002385,WI_012305,CONTR_00185,REV_0021,83.0,False,False,0.86
QE_002386,WI_008811,CONTR_00085,REV_0013,97.0,True,False,0.99
QE_002387,WI_001672,CONTR_00246,REV_0019,79.1,True,False,0.97
QE_002388,WI_011906,CONTR_00166,REV_0013,84.0,False,False,0.87
QE_002389,WI_001215,CONTR_00008,REV_0017,93.6,True,True,0.78
QE_002390,WI_011514,CONTR_00216,REV_0001,81.8,False,False,0.92
QE_002391,WI_001539,CONTR_00048,REV_0017,89.2,True,False,0.94
QE_002392,WI_007933,CONTR_00105,REV_0019,99.0,True,True,0.88
QE_002393,WI_013310,CONTR_00115,REV_0002,99.0,True,False,0.87
QE_002394,WI_004955,CONTR_00037,REV_0006,93.2,True,False,0.82
QE_002395,WI_009179,CONTR_00301,REV_0022,93.8,True,False,0.88
QE_002396,WI_011259,CONTR_00186,REV_0026,80.3,False,False,0.95
QE_002397,WI_007811,CONTR_00205,REV_0004,80.2,False,False,0.92
QE_002398,WI_008224,CONTR_00102,REV_0029,97.3,True,False,0.69
QE_002399,WI_012918,CONTR_00404,REV_0011,87.2,True,False,0.9
QE_002400,WI_000693,CONTR_00195,REV_0004,89.6,True,False,0.8
QE_002401,WI_005835,CONTR_00177,REV_0025,89.3,True,False,0.97
QE_002402,WI_012284,CONTR_00092,REV_0014,99.0,True,False,0.8
QE_002403,WI_002386,CONTR_00091,REV_0007,89.2,True,False,0.78
QE_002404,WI_004939,CONTR_00398,REV_0028,84.8,True,False,0.82
QE_002405,WI_008489,CONTR_00161,REV_0004,92.0,True,False,0.79
QE_002406,WI_000146,CONTR_00159,REV_0008,84.0,False,False,0.92
QE_002407,WI_007013,CONTR_00276,REV_0029,91.9,True,False,0.59
QE_002408,WI_004799,CONTR_00158,REV_0012,94.1,True,False,0.92
QE_002409,WI_011049,CONTR_00207,REV_0002,93.8,True,False,0.86
QE_002410,WI_000847,CONTR_00210,REV_0009,92.0,True,False,0.78
QE_002411,WI_011872,CONTR_00346,REV_0002,90.0,True,False,0.82
QE_002412,WI_012871,CONTR_00242,REV_0005,94.1,True,False,0.81
QE_002413,WI_010378,CONTR_00094,REV_0006,99.0,True,False,0.91
QE_002414,WI_002569,CONTR_00188,REV_0003,87.8,True,False,0.92
QE_002415,WI_004711,CONTR_00196,REV_0005,85.4,True,False,0.86
QE_002416,WI_000514,CONTR_00202,REV_0005,92.5,True,False,0.83
QE_002417,WI_011463,CONTR_00140,REV_0018,89.4,True,False,0.9
QE_002418,WI_012791,CONTR_00210,REV_0013,81.6,True,False,0.92
QE_002419,WI_009999,CONTR_00168,REV_0015,83.9,True,False,0.86
QE_002420,WI_007348,CONTR_00121,REV_0006,87.9,True,False,0.87
QE_002421,WI_011329,CONTR_00233,REV_0030,88.1,True,False,0.78
QE_002422,WI_004018,CONTR_00160,REV_0024,84.9,False,False,0.74
QE_002423,WI_008388,CONTR_00298,REV_0002,86.6,True,False,0.86
QE_002424,WI_013992,CONTR_00185,REV_0017,94.9,True,False,0.74
QE_002425,WI_000617,CONTR_00097,REV_0017,89.2,True,False,0.87
QE_002426,WI_002087,CONTR_00331,REV_0029,91.3,True,False,0.8
QE_002427,WI_008572,CONTR_00133,REV_0010,90.9,True,False,0.82
QE_002428,WI_004135,CONTR_00332,REV_0021,91.4,True,False,0.89
QE_002429,WI_010245,CONTR_00263,REV_0001,80.8,True,False,0.7
QE_002430,WI_001730,CONTR_00102,REV_0023,93.6,True,False,0.76
QE_002431,WI_002883,CONTR_00423,REV_0017,92.8,True,False,0.89
QE_002432,WI_011192,CONTR_00396,REV_0014,85.1,True,False,0.78
QE_002433,WI_004873,CONTR_00094,REV_0001,99.0,True,False,0.88
QE_002434,WI_011928,CONTR_00149,REV_0025,96.9,True,False,0.9
QE_002435,WI_009040,CONTR_00180,REV_0008,83.5,True,False,0.88
QE_002436,WI_000088,CONTR_00414,REV_0009,87.9,True,False,0.8
QE_002437,WI_007964,CONTR_00167,REV_0015,89.5,True,False,0.92
QE_002438,WI_003125,CONTR_00057,REV_0008,92.9,True,False,0.86
QE_002439,WI_002613,CONTR_00282,REV_0005,81.5,False,False,0.86
QE_002440,WI_002726,CONTR_00268,REV_0027,85.3,True,False,0.79
QE_002441,WI_007881,CONTR_00264,REV_0006,85.8,False,False,0.91
QE_002442,WI_009118,CONTR_00412,REV_0009,87.8,True,False,0.88
QE_002443,WI_012526,CONTR_00163,REV_0011,89.5,True,False,0.78
QE_002444,WI_012731,CONTR_00095,REV_0009,88.7,True,False,0.8
QE_002445,WI_003973,CONTR_00165,REV_0017,88.0,True,False,0.79
QE_002446,WI_010400,CONTR_00194,REV_0007,80.1,False,True,0.85
QE_002447,WI_013429,CONTR_00423,REV_0026,84.7,True,False,0.97
QE_002448,WI_008464,CONTR_00252,REV_0010,84.3,True,False,0.91
QE_002449,WI_002086,CONTR_00417,REV_0017,91.0,True,False,0.69
QE_002450,WI_006877,CONTR_00345,REV_0008,89.6,True,False,0.95
QE_002451,WI_013096,CONTR_00144,REV_0016,89.2,True,False,0.98
QE_002452,WI_002028,CONTR_00236,REV_0014,77.5,False,True,0.99
QE_002453,WI_005141,CONTR_00025,REV_0030,90.1,True,False,0.9
QE_002454,WI_005261,CONTR_00191,REV_0024,70.6,False,False,0.77
QE_002455,WI_006159,CONTR_00007,REV_0025,94.4,True,False,0.72
QE_002456,WI_013163,CONTR_00023,REV_0002,88.8,True,False,0.94
QE_002457,WI_008669,CONTR_00061,REV_0028,92.7,True,False,0.9
QE_002458,WI_001255,CONTR_00236,REV_0025,87.5,False,False,0.76
QE_002459,WI_005541,CONTR_00159,REV_0008,85.1,False,True,0.62
QE_002460,WI_006830,CONTR_00423,REV_0030,85.6,True,False,0.82
QE_002461,WI_009660,CONTR_00211,REV_0011,84.0,True,True,0.87
QE_002462,WI_011599,CONTR_00044,REV_0028,78.7,False,False,0.81
QE_002463,WI_012313,CONTR_00102,REV_0016,89.1,True,False,0.99
QE_002464,WI_000936,CONTR_00324,REV_0021,84.5,True,True,0.94
QE_002465,WI_001638,CONTR_00379,REV_0010,87.8,True,False,0.82
QE_002466,WI_013019,CONTR_00142,REV_0018,90.1,True,False,0.96
QE_002467,WI_005199,CONTR_00436,REV_0010,88.7,True,False,0.82
QE_002468,WI_002712,CONTR_00234,REV_0010,90.9,True,False,0.79
QE_002469,WI_004053,CONTR_00022,REV_0004,87.4,True,False,0.75
QE_002470,WI_013637,CONTR_00165,REV_0023,89.9,True,False,0.89
QE_002471,WI_001978,CONTR_00247,REV_0025,87.5,False,False,0.78
QE_002472,WI_002517,CONTR_00182,REV_0021,93.3,True,False,0.64
QE_002473,WI_008122,CONTR_00274,REV_0028,88.0,True,False,0.98
QE_002474,WI_004458,CONTR_00431,REV_0018,89.6,True,False,0.78
QE_002475,WI_006218,CONTR_00252,REV_0028,94.2,True,False,0.86
QE_002476,WI_000208,CONTR_00339,REV_0022,81.5,True,False,0.88
QE_002477,WI_001230,CONTR_00356,REV_0014,87.3,True,False,0.86
QE_002478,WI_008381,CONTR_00086,REV_0019,90.4,True,False,0.85
QE_002479,WI_002887,CONTR_00049,REV_0009,90.3,True,False,0.92
QE_002480,WI_005868,CONTR_00124,REV_0002,88.2,True,False,0.98
QE_002481,WI_010056,CONTR_00440,REV_0001,95.5,True,False,0.85
QE_002482,WI_001750,CONTR_00071,REV_0028,95.2,True,False,0.86
QE_002483,WI_007128,CONTR_00215,REV_0016,82.6,True,False,0.99
QE_002484,WI_007945,CONTR_00203,REV_0002,91.6,True,False,0.99
QE_002485,WI_000549,CONTR_00385,REV_0011,85.3,False,False,0.72
QE_002486,WI_004879,CONTR_00160,REV_0007,86.8,True,False,0.99
QE_002487,WI_003535,CONTR_00417,REV_0010,84.7,True,False,0.86
QE_002488,WI_010045,CONTR_00198,REV_0026,92.4,True,False,0.88
QE_002489,WI_003881,CONTR_00052,REV_0022,97.7,True,False,0.82
QE_002490,WI_002455,CONTR_00028,REV_0010,88.1,True,False,0.77
QE_002491,WI_007181,CONTR_00221,REV_0016,88.7,True,False,0.79
QE_002492,WI_003572,CONTR_00193,REV_0027,83.7,False,False,0.79
QE_002493,WI_000647,CONTR_00100,REV_0020,90.6,True,False,0.94
QE_002494,WI_004801,CONTR_00032,REV_0001,99.0,True,True,0.83
QE_002495,WI_012435,CONTR_00249,REV_0015,83.7,True,False,0.8
QE_002496,WI_009483,CONTR_00268,REV_0020,78.2,False,True,0.86
QE_002497,WI_002791,CONTR_00166,REV_0024,90.2,True,True,0.93
QE_002498,WI_002278,CONTR_00089,REV_0002,88.2,True,False,0.9
QE_002499,WI_003821,CONTR_00120,REV_0004,97.4,True,False,0.78
QE_002500,WI_011033,CONTR_00035,REV_0008,94.6,True,False,0.95
QE_002501,WI_005981,CONTR_00013,REV_0016,87.7,True,False,0.88
QE_002502,WI_011510,CONTR_00213,REV_0020,85.7,True,False,0.84
QE_002503,WI_000850,CONTR_00382,REV_0029,89.1,True,False,0.72
QE_002504,WI_009273,CONTR_00255,REV_0004,92.1,True,False,0.83
QE_002505,WI_002585,CONTR_00167,REV_0017,97.7,True,False,0.87
QE_002506,WI_009110,CONTR_00191,REV_0015,76.8,False,False,0.8
QE_002507,WI_001310,CONTR_00134,REV_0027,77.3,False,False,0.76
QE_002508,WI_009559,CONTR_00292,REV_0029,85.1,True,False,0.89
QE_002509,WI_006766,CONTR_00167,REV_0028,84.1,True,False,0.81
QE_002510,WI_010225,CONTR_00026,REV_0030,84.8,False,False,0.81
QE_002511,WI_002536,CONTR_00174,REV_0003,90.4,True,False,0.73
QE_002512,WI_003895,CONTR_00014,REV_0010,94.7,True,False,0.89
QE_002513,WI_007825,CONTR_00250,REV_0021,91.8,True,False,0.99
QE_002514,WI_012897,CONTR_00112,REV_0011,94.7,True,False,0.87
QE_002515,WI_001218,CONTR_00004,REV_0006,90.1,True,False,0.97
QE_002516,WI_008535,CONTR_00198,REV_0024,92.0,True,False,0.94
QE_002517,WI_013799,CONTR_00066,REV_0020,93.3,False,True,0.84
QE_002518,WI_008163,CONTR_00293,REV_0018,87.5,True,False,0.9
QE_002519,WI_009998,CONTR_00415,REV_0027,79.7,True,False,0.81
QE_002520,WI_011582,CONTR_00197,REV_0018,83.3,True,True,0.99
QE_002521,WI_009843,CONTR_00265,REV_0011,90.3,True,False,0.87
QE_002522,WI_010509,CONTR_00168,REV_0012,95.3,True,False,0.75
QE_002523,WI_008456,CONTR_00063,REV_0013,93.5,True,False,0.78
QE_002524,WI_008176,CONTR_00090,REV_0007,99.0,True,False,0.83
QE_002525,WI_000620,CONTR_00057,REV_0010,99.0,True,False,0.82
QE_002526,WI_011830,CONTR_00244,REV_0025,95.8,True,False,0.84
QE_002527,WI_001976,CONTR_00411,REV_0020,83.5,True,False,0.66
QE_002528,WI_004012,CONTR_00361,REV_0008,87.8,True,False,0.92
